,Unnamed: 0,Symbol,Wikipedia Link,Name,Sector,SEC Filings Link,CIK,Enterprise Value,Trailing P/E,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,EBITDA,Diluted EPS,Market Cap (intraday),Forward P/E,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding
0,0,MMM,https://en.wikipedia.org/wiki/wiki/3M,3M Company,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000066740&type=10-K&dateb=&owner=include&count=40,66740,142780000000.0,26.77,4.51,16.08,31660000000.0,8880000000.0,7.93,126230000000.0,18.5,1.02,230.23,231.49,2720000.0,2850000.0,594710000.0
1,1,ABT,https://en.wikipedia.org/wiki/wiki/Abbott_Laboratories,Abbott Laboratories,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000001800&type=10-K&dateb=&owner=include&count=40,1800,124720000000.0,214.01,4.55,20.93,27390000000.0,5960000000.0,0.27,100540000000.0,17.88,1.71,60.67,57.43,7160000.0,6600000.0,1750000000.0
2,2,ABBV,https://en.wikipedia.org/wiki/wiki/AbbVie_Inc.,AbbVie Inc.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001551152&type=10-K&dateb=&owner=include&count=40,1551152,183360000000.0,27.21,6.5,15.1,28220000000.0,12140000000.0,3.3,142450000000.0,10.28,1.49,113.1,100.42,7180000.0,11980000.0,1590000000.0
3,3,ACN,https://en.wikipedia.org/wiki/wiki/Accenture_plc,Accenture plc,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001467373&type=10-K&dateb=&owner=include&count=40,1467373,96790000000.0,26.12,2.7,16.53,35860000000.0,5850000000.0,5.64,94780000000.0,20.13,1.0,157.52,150.54,2510000.0,2660000.0,643090000.0
4,4,ATVI,https://en.wikipedia.org/wiki/wiki/Activision_Blizzard,Activision Blizzard,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000718877&type=10-K&dateb=&owner=include&count=40,718877,52540000000.0,179.33,7.49,23.59,7020000000.0,2230000000.0,0.36,48980000000.0,21.52,0.72,71.3,66.61,7060000.0,8010000.0,758630000.0
5,5,AYI,https://en.wikipedia.org/wiki/wiki/Acuity_Brands_Inc,Acuity Brands Inc,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001144215&type=10-K&dateb=&owner=include&count=40,1144215,5570000000.0,18.13,1.59,9.32,3500000000.0,597500000.0,7.27,5350000000.0,13.52,1.26,144.57,159.74,,1390000.0,40550000.0
6,6,ADBE,https://en.wikipedia.org/wiki/wiki/Adobe_Systems_Inc,Adobe Systems Inc,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000796343&type=10-K&dateb=&owner=include&count=40,796343,104240000000.0,58.31,13.54,38.27,7700000000.0,2720000000.0,3.75,107660000000.0,29.86,0.85,215.41,185.8,3160000.0,3870000.0,492470000.0
7,7,AMD,https://en.wikipedia.org/wiki/wiki/Advanced_Micro_Devices_Inc,Advanced Micro Devices Inc,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002488&type=10-K&dateb=&owner=include&count=40,2488,10780000000.0,240.25,2.02,30.99,5330000000.0,348000000.0,0.04,9310000000.0,18.13,3.25,11.27,11.79,62360000.0,60990000.0,969130000.0
8,8,AAP,https://en.wikipedia.org/wiki/wiki/Advance_Auto_Parts,Advance Auto Parts,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001158449&type=10-K&dateb=&owner=include&count=40,1158449,8910000000.0,17.43,0.95,9.79,9370000000.0,909400000.0,6.42,8279999999.999998,14.8,0.98,114.78,102.86,1300000.0,1110000.0,73980000.0
9,9,AET,https://en.wikipedia.org/wiki/wiki/Aetna_Inc,Aetna Inc,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001122304&type=10-K&dateb=&owner=include&count=40,1122304,58350000000.0,30.0,0.96,10.26,60540000000.0,5690000000.0,5.68,55700000000.0,13.95,0.58,173.98,174.15,2390000.0,2140000.0,326940000.0
10,10,AMG,https://en.wikipedia.org/wiki/wiki/Affiliated_Managers_Group_Inc,Affiliated Managers Group Inc,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001004434&type=10-K&dateb=&owner=include&count=40,1004434,11430000000.0,14.67,4.96,12.53,2300000000.0,912400000.0,12.03,9620000000.0,9.16,1.71,188.8,193.38,,,54500000.0
11,11,AFL,https://en.wikipedia.org/wiki/wiki/AFLAC_Inc,AFLAC Inc,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000004977&type=10-K&dateb=&owner=include&count=40,4977,36930000000.0,3.76,1.69,8.3,21810000000.0,4450000000.0,11.54,33800000000.0,10.66,0.77,44.48,43.34,5080000.0,4450000.0,779370000.0
12,12,A,https://en.wikipedia.org/wiki/wiki/Agilent_Technologies_Inc,Agilent Technologies Inc,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001090872&type=10-K&dateb=&owner=include&count=40,1090872,21780000000.0,106.08,4.72,19.38,4620000000.0,1120000000.0,0.6,20530000000.0,21.29,1.53,68.73,68.41,2560000.0,2930000.0,322480000.0
13,13,APD,https://en.wikipedia.org/wiki/wiki/Air_Products_%26_Chemicals_Inc,Air Products & Chemicals Inc,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002969&type=10-K&dateb=&owner=include&count=40,2969,35720000000.0,12.33,4.19,13.44,8520000000.0,2660000000.0,12.97,35020000000.0,19.7,1.04,163.73,160.02,1180000.0,1400000.0,218940000.0
14,14,AKAM,https://en.wikipedia.org/wiki/wiki/Akamai_Technologies_Inc,Akamai Technologies Inc,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001086222&type=10-K&dateb=&owner=include&count=40,1086222,12540000000.0,55.03,5.01,19.43,2500000000.0,645300000.0,1.26,11790000000.0,19.53,-0.03,68.29,58.73,2000000.0,1980000.0,170030000.0
15,15,ALK,https://en.wikipedia.org/wiki/wiki/Alaska_Air_Group_Inc,Alaska Air Group Inc,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000766421&type=10-K&dateb=&owner=include&count=40,766421,8680000000.0,7.28,1.09,4.98,7930000000.0,1740000000.0,8.35,7500000000.0,8.32,0.48,63.89,68.9,2690000.0,2530000.0,123390000.0
16,16,ALB,https://en.wikipedia.org/wiki/wiki/Albemarle_Corp,Albemarle Corp,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000915913&type=10-K&dateb=&owner=include&count=40,915913,11110000000.0,187.35,3.62,12.7,3070000000.0,875070000.0,0.49,10160000000.0,15.8,1.69,106.29,125.57,2310000.0,1660000.0,110730000.0
17,17,ARE,https://en.wikipedia.org/wiki/wiki/Alexandria_Real_Estate_Equities,Alexandria Real Estate Equities,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001035443&type=10-K&dateb=&owner=include&count=40,1035443,17000000000.0,77.26,15.06,23.96,1130000000.0,709740000.0,1.58,13190000000.0,49.42,1.24,123.7,124.56,,,108080000.0
18,18,ALXN,https://en.wikipedia.org/wiki/wiki/Alexion_Pharmaceuticals,Alexion Pharmaceuticals,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000899866&type=10-K&dateb=&owner=include&count=40,899866,29850000000.0,55.45,8.4,20.29,3550000000.0,1470000000.0,1.97,24290000000.0,12.91,1.07,119.0,124.55,2120000.0,3800000.0,222360000.0
19,19,ALGN,https://en.wikipedia.org/wiki/wiki/Align_Technology,Align Technology,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001097149&type=10-K&dateb=&owner=include&count=40,1097149,20120000000.0,86.65,13.66,51.42,1470000000.0,391350000.0,2.83,19650000000.0,43.71,1.71,259.53,238.24,1130000.0,,80140000.0
20,20,ALLE,https://en.wikipedia.org/wiki/wiki/Allegion,Allegion,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001579241&type=10-K&dateb=&owner=include&count=40,1579241,9160000000.0,29.74,3.8,16.42,2410000000.0,557800000.0,2.85,8070000000.0,17.4,1.12,84.98,83.89,,,95190000.0
21,21,ADS,https://en.wikipedia.org/wiki/wiki/Alliance_Data_Systems,Alliance Data Systems,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001101215&type=10-K&dateb=&owner=include&count=40,1101215,33850000000.0,14.59,4.39,19.48,7720000000.0,1740000000.0,14.1,11410000000.0,7.98,1.7,229.4,236.14,,1090000.0,55460000.0
22,22,LNT,https://en.wikipedia.org/wiki/wiki/Alliant_Energy_Corp,Alliant Energy Corp,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000352541&type=10-K&dateb=&owner=include&count=40,352541,14470000000.0,20.6,4.28,12.73,3380000000.0,1140000000.0,1.99,9490000000.0,18.31,0.35,39.5,41.56,2010000.0,1820000.0,231360000.0
23,23,ALL,https://en.wikipedia.org/wiki/wiki/Allstate_Corp,Allstate Corp,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000899051&type=10-K&dateb=&owner=include&count=40,899051,38310000000.0,11.47,0.99,7.63,38520000000.0,5020000000.0,8.36,33870000000.0,11.07,0.97,94.68,97.24,2610000.0,2110000.0,353140000.0
24,24,GOOGL,https://en.wikipedia.org/wiki/wiki/Alphabet_Inc.,Alphabet Inc Class A,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001652044&type=10-K&dateb=&owner=include&count=40,1652044,634350000000.0,56.12,5.72,17.73,110850000000.0,35780000000.0,18.0,700440000000.0,20.81,1.23,,,2300000.0,2910000.0,298490000.0
25,25,MO,https://en.wikipedia.org/wiki/wiki/Altria_Group_Inc,Altria Group Inc,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000764180&type=10-K&dateb=&owner=include&count=40,764180,127310000000.0,12.02,6.53,12.52,19490000000.0,10170000000.0,5.31,121340000000.0,14.64,0.57,63.2,66.28,8350000.0,7840000.0,1900000000.0
26,26,AMZN,https://en.wikipedia.org/wiki/wiki/Amazon.com_Inc.,Amazon.com Inc.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001018724&type=10-K&dateb=&owner=include&count=40,1018724,781200000000.0,228.49,4.39,51.94,177870000000.0,15040000000.0,6.15,680280000000.0,91.31,1.71,,,6330000.0,10040000.0,484110000.0
27,27,AEE,https://en.wikipedia.org/wiki/wiki/Ameren_Corp,Ameren Corp,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001002910&type=10-K&dateb=&owner=include&count=40,1002910,21730000000.0,26.7,3.64,9.02,5970000000.0,2410000000.0,2.14,13900000000.0,17.85,0.27,55.12,58.42,1830000.0,2180000.0,243340000.0
28,28,AAL,https://en.wikipedia.org/wiki/wiki/American_Airlines_Group,American Airlines Group,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006201&type=10-K&dateb=&owner=include&count=40,6201,44750000000.0,12.89,1.06,6.59,42210000000.0,6790000000.0,3.9,23790000000.0,7.07,1.16,53.37,51.33,4850000.0,3710000.0,473140000.0
29,29,AEP,https://en.wikipedia.org/wiki/wiki/American_Electric_Power,American Electric Power,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000004904&type=10-K&dateb=&owner=include&count=40,4904,55870000000.0,17.66,3.62,10.6,15420000000.0,5270000000.0,3.88,33740000000.000008,16.63,0.14,66.84,71.0,3650000.0,2470000.0,492290000.0
30,30,AMT,https://en.wikipedia.org/wiki/wiki/American_Tower_Corp_A,American Tower Corp A,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001053507&type=10-K&dateb=&owner=include&count=40,1053507,80730000000.0,53.24,12.11,20.25,6660000000.0,3990000000.0,2.67,61400000000.0,38.42,0.96,141.8,141.61,2830000.0,2660000.0,431940000.0
31,31,AWK,https://en.wikipedia.org/wiki/wiki/American_Water_Works,American Water Works Company Inc,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001410636&type=10-K&dateb=&owner=include&count=40,1410636,21980000000.0,34.42,6.55,12.94,3360000000.0,1700000000.0,2.38,14580000000.0,23.21,0.08,80.59,84.73,1160000.0,,178040000.0
32,32,AMP,https://en.wikipedia.org/wiki/wiki/Ameriprise_Financial,Ameriprise Financial,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000820027&type=10-K&dateb=&owner=include&count=40,820027,24980000000.0,14.97,2.07,7.44,12070000000.0,3360000000.0,9.44,20640000000.0,8.92,1.91,154.24,160.03,1120000.0,1080000.0,146090000.0
33,33,ABC,https://en.wikipedia.org/wiki/wiki/AmerisourceBergen_Corp,AmerisourceBergen Corp,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001140859&type=10-K&dateb=&owner=include&count=40,1140859,20270000000.0,19.32,0.13,8.24,155440000000.0,2460000000.0,4.42,18760000000.0,11.6,1.06,93.01,88.61,2100000.0,1870000.0,219670000.0
34,34,AME,https://en.wikipedia.org/wiki/wiki/AMETEK_Inc.,AMETEK Inc.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001037868&type=10-K&dateb=&owner=include&count=40,1037868,19150000000.0,25.01,4.45,17.17,4300000000.0,1120000000.0,2.94,17030000000.000004,22.15,0.95,76.45,72.21,1160000.0,,231540000.0
35,35,AMGN,https://en.wikipedia.org/wiki/wiki/Amgen_Inc.,Amgen Inc.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000318154&type=10-K&dateb=&owner=include&count=40,318154,120540000000.0,62.51,5.28,9.74,22850000000.0,12370000000.0,2.69,121160000000.0,11.92,1.64,181.73,180.31,5310000.0,3820000.0,720560000.0
36,36,APH,https://en.wikipedia.org/wiki/wiki/Amphenol_Corp,Amphenol Corp,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000820313&type=10-K&dateb=&owner=include&count=40,820313,28720000000.0,40.08,4.1,17.32,7010000000.0,1660000000.0,2.06,25220000000.0,21.9,0.82,89.57,88.34,1350000.0,1030000.0,305480000.0
37,37,ADI,"https://en.wikipedia.org/wiki/wiki/Analog_Devices,_Inc.","Analog Devices, Inc.",Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006281&type=10-K&dateb=&owner=include&count=40,6281,40090000000.0,41.68,7.11,16.88,5640000000.0,2380000000.0,2.12,32660000000.0,15.41,1.05,89.82,88.73,3030000.0,2640000.0,369800000.0
38,38,ANDV,https://en.wikipedia.org/wiki/wiki/Andeavor,Andeavor,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000050104&type=10-K&dateb=&owner=include&count=40,50104,22610000000.0,9.89,0.66,9.04,34200000000.000008,2500000000.0,10.81,16350000000.000004,9.55,1.17,98.14,105.71,1750000.0,1640000.0,152960000.0
39,39,ANSS,https://en.wikipedia.org/wiki/wiki/ANSYS,ANSYS,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001013462&type=10-K&dateb=&owner=include&count=40,1013462,12740000000.0,51.51,11.63,27.79,1100000000.0,458410000.0,2.98,12880000000.0,29.13,1.05,162.54,148.87,,,83870000.0
40,40,ANTM,https://en.wikipedia.org/wiki/wiki/Anthem_Inc.,Anthem Inc.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001156039&type=10-K&dateb=&owner=include&count=40,1156039,54120000000.0,15.66,0.6,9.93,90050000000.0,5450000000.0,14.35,57510000000.0,13.46,0.96,228.99,221.3,1610000.0,1580000.0,255850000.0
41,41,AON,https://en.wikipedia.org/wiki/wiki/Aon_plc,Aon plc,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000315293&type=10-K&dateb=&owner=include&count=40,315293,39070000000.0,29.37,3.91,19.79,10000000000.0,1970000000.0,4.71,34040000000.0,15.19,0.86,141.71,141.47,1300000.0,,246180000.0
42,42,AOS,https://en.wikipedia.org/wiki/wiki/A.O._Smith,A.O. Smith,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000091142&type=10-K&dateb=&owner=include&count=40,91142,10650000000.0,37.16,3.55,18.03,3000000000.0,590600000.0,1.7,10840000000.0,21.86,1.46,64.48,62.37,1070000.0,1070000.0,145470000.0
43,43,APA,https://en.wikipedia.org/wiki/wiki/Apache_Corporation,Apache Corporation,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006769&type=10-K&dateb=&owner=include&count=40,6769,20750000000.0,11.24,3.58,6.16,5790000000.0,3370000000.0,3.41,14620000000.0,26.62,1.9,36.41,41.31,5140000.0,6490000.0,381450000.0
44,44,AIV,https://en.wikipedia.org/wiki/wiki/Apartment_Investment_%26_Management,Apartment Investment & Management,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000922864&type=10-K&dateb=&owner=include&count=40,922864,11140000000.0,20.95,11.23,18.82,992190000.0,591850000.0,1.96,6770000000.0,120.79,0.79,39.57,42.35,1230000.0,1120000.0,157330000.0
45,45,AAPL,https://en.wikipedia.org/wiki/wiki/Apple_Inc.,Apple Inc.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320193&type=10-K&dateb=&owner=include&count=40,320193,921880000000.0,17.36,3.85,12.43,239180000000.0,74170000000.0,9.7,854360000000.0,12.84,1.08,174.02,168.61,38180000.0,34860000.0,5070000000.0
46,46,AMAT,https://en.wikipedia.org/wiki/wiki/Applied_Materials_Inc.,Applied Materials Inc.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006951&type=10-K&dateb=&owner=include&count=40,6951,56280000000.0,19.71,3.64,12.01,15460000000.0,4690000000.0,2.66,54990000000.0,11.26,1.35,57.63,54.45,15360000.0,14220000.0,1050000000.0
47,47,APTV,https://en.wikipedia.org/wiki/wiki/Aptiv_Plc,Aptiv Plc,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001521332&type=10-K&dateb=&owner=include&count=40,1521332,24830000000.0,16.57,1.93,11.87,12880000000.0,2090000000.0,5.06,22270000000.0,14.65,1.53,90.04,86.88,1680000.0,1690000.0,265640000.0
48,48,ADM,https://en.wikipedia.org/wiki/wiki/Archer-Daniels-Midland_Co,Archer-Daniels-Midland Co,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000007084&type=10-K&dateb=&owner=include&count=40,7084,30130000000.0,15.89,0.5,12.36,60830000000.0,2440000000.0,2.79,24770000000.0,14.21,0.98,42.78,41.77,4080000.0,4370000.0,558870000.0
49,49,AJG,https://en.wikipedia.org/wiki/wiki/Arthur_J._Gallagher_%26_Co.,Arthur J. Gallagher & Co.,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000354190&type=10-K&dateb=&owner=include&count=40,354190,15310000000.0,26.41,2.51,16.34,6100000000.0,936900000.0,2.54,12210000000.0,16.77,1.21,69.35,65.41,1190000.0,1090000.0,182050000.0
50,50,AIZ,https://en.wikipedia.org/wiki/wiki/Assurant,Assurant,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001267238&type=10-K&dateb=&owner=include&count=40,1267238,4480000000.0,9.54,0.7,7.35,6420000000.0,609700000.0,9.39,4700000000.0,10.04,0.46,89.13,94.99,,,52540000.0
51,51,T,https://en.wikipedia.org/wiki/wiki/AT%26T_Inc.,AT&T Inc.,Telecommunication Services,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000732717&type=10-K&dateb=&owner=include&count=40,732717,334110000000.0,7.48,2.08,7.35,160550000000.0,45440000000.0,4.76,231430000000.0,10.27,0.42,36.9,36.71,28230000.0,22980000.0,6500000000.0
52,52,ADP,https://en.wikipedia.org/wiki/wiki/Automatic_Data_Processing,Automatic Data Processing,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000008670&type=10-K&dateb=&owner=include&count=40,8670,51450000000.0,29.38,4.02,18.88,12790000000.0,2730000000.0,3.87,50400000000.0,23.64,0.88,115.9,114.41,1820000.0,2060000.0,443270000.0
53,53,AZO,https://en.wikipedia.org/wiki/wiki/AutoZone_Inc,AutoZone Inc,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000866787&type=10-K&dateb=&owner=include&count=40,866787,22030000000.0,13.14,1.98,9.21,11130000000.0,2390000000.0,47.22,16690000000.000004,10.84,0.72,683.2,664.67,,,26900000.0
54,54,AVB,"https://en.wikipedia.org/wiki/wiki/AvalonBay_Communities,_Inc.","AvalonBay Communities, Inc.",Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000915912&type=10-K&dateb=&owner=include&count=40,915912,29350000000.0,26.13,13.41,20.78,2190000000.0,1410000000.0,6.35,22930000000.0,35.93,0.57,160.7,173.04,,,138100000.0
55,55,AVY,https://en.wikipedia.org/wiki/wiki/Avery_Dennison_Corp,Avery Dennison Corp,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000008818&type=10-K&dateb=&owner=include&count=40,8818,10650000000.0,32.97,1.61,12.08,6610000000.0,881300000.0,3.13,9090000000.0,16.1,1.36,114.34,110.44,,,88100000.0
56,56,BLL,https://en.wikipedia.org/wiki/wiki/Ball_Corp,Ball Corp,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000009389&type=10-K&dateb=&owner=include&count=40,9389,20500000000.0,37.39,1.87,11.7,10980000000.0,1750000000.0,1.05,13760000000.0,14.28,0.53,39.92,39.92,3270000.0,2250000.0,350550000.0
57,57,BAX,https://en.wikipedia.org/wiki/wiki/Baxter_International_Inc.,Baxter International Inc.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000010456&type=10-K&dateb=&owner=include&count=40,10456,35520000000.0,49.64,3.36,15.76,10560000000.0,2250000000.0,1.29,34360000000.0,20.35,1.04,66.6,65.68,3270000.0,3260000.0,537810000.0
58,58,BDX,https://en.wikipedia.org/wiki/wiki/Becton_Dickinson,Becton Dickinson,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000010795&type=10-K&dateb=&owner=include&count=40,10795,80140000000.0,167.31,6.54,23.67,12250000000.0,3380000000.0,1.29,57380000000.0,17.09,1.17,219.37,217.72,1400000.0,1330000.0,266240000.0
59,59,BRK-B,https://en.wikipedia.org/wiki/wiki/Berkshire_Hathaway,Berkshire Hathaway,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001067983&type=10-K&dateb=&owner=include&count=40,1067983,-3970000000.0,10.73,-0.02,-0.11,239290000000.0,35080000000.0,18.22,481860000000.0,19.89,0.86,205.07,194.7,4690000.0,4880000.0,1340000000.0
60,60,BBY,https://en.wikipedia.org/wiki/wiki/Best_Buy_Co._Inc.,Best Buy Co. Inc.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000764478&type=10-K&dateb=&owner=include&count=40,764478,17720000000.0,21.6,0.42,6.99,42150000000.0,2540000000.0,3.26,19930000000.0,13.18,0.14,71.24,64.89,3730000.0,3320000.0,282710000.0
61,61,BIIB,https://en.wikipedia.org/wiki/wiki/Biogen_Inc.,Biogen Inc.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000875045&type=10-K&dateb=&owner=include&count=40,875045,59770000000.0,21.61,4.87,8.87,12270000000.0,6740000000.0,11.92,54510000000.0,9.85,1.07,280.3,314.29,1700000.0,1570000.0,211560000.0
62,62,BLK,https://en.wikipedia.org/wiki/wiki/BlackRock,BlackRock,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001364742&type=10-K&dateb=&owner=include&count=40,1364742,83150000000.0,17.2,6.66,15.03,12490000000.0,5530000000.0,30.23,84120000000.0,16.42,1.66,546.83,512.2,,,160720000.0
63,63,HRB,https://en.wikipedia.org/wiki/wiki/Block_H%26R,Block H&R,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000012659&type=10-K&dateb=&owner=include&count=40,12659,7370000000.0,21.14,2.38,7.99,3090000000.0,921930000.0,1.21,5340000000.0,10.9,-0.15,26.22,26.13,3560000.0,2520000.0,209200000.0
64,64,BA,https://en.wikipedia.org/wiki/wiki/Boeing_Company,Boeing Company,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000012927&type=10-K&dateb=&owner=include&count=40,12927,189210000000.0,24.28,2.03,15.61,93390000000.0,12120000000.0,13.43,191510000000.0,19.52,1.63,340.78,301.26,6370000.0,5580000.0,587220000.0
65,65,BKNG,https://en.wikipedia.org/wiki/wiki/Booking_Holdings,Booking Holdings Inc,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001075531&type=10-K&dateb=&owner=include&count=40,1075531,104200000000.0,43.39,8.22,21.17,12680000000.0,4920000000.0,46.86,98190000000.0,20.41,1.06,,,,,48290000.0
66,66,BWA,https://en.wikipedia.org/wiki/wiki/BorgWarner,BorgWarner,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000908255&type=10-K&dateb=&owner=include&count=40,908255,12190000000.0,24.65,1.24,7.48,9800000000.0,1630000000.0,2.08,10810000000.0,10.82,2.0,50.38,52.44,1550000.0,1520000.0,210750000.0
67,67,BXP,https://en.wikipedia.org/wiki/wiki/Boston_Properties,Boston Properties,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001037540&type=10-K&dateb=&owner=include&count=40,1037540,28850000000.0,41.28,11.01,18.69,2620000000.0,1540000000.0,2.93,20700000000.0,36.22,0.99,121.47,123.4,,,154340000.0
68,68,BSX,https://en.wikipedia.org/wiki/wiki/Boston_Scientific,Boston Scientific,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000885725&type=10-K&dateb=&owner=include&count=40,885725,42470000000.0,359.87,4.69,17.43,9050000000.0,2440000000.0,0.08,37730000000.0,17.76,0.96,27.16,27.55,8170000.0,6180000.0,1380000000.0
69,69,BMY,https://en.wikipedia.org/wiki/wiki/Bristol-Myers_Squibb,Bristol-Myers Squibb,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000014272&type=10-K&dateb=&owner=include&count=40,14272,109600000000.0,99.8,5.28,19.27,20780000000.0,5690000000.0,0.61,99540000000.0,15.85,0.96,65.48,63.23,7520000.0,5830000.0,1640000000.0
70,70,AVGO,https://en.wikipedia.org/wiki/wiki/Broadcom_Limited,Broadcom,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001441634&type=10-K&dateb=&owner=include&count=40,1441634,110560000000.0,12.47,5.87,13.46,18820000000.0,8220000000.000002,18.35,99060000000.0,10.99,0.6,247.58,254.33,4200000.0,4820000.0,410740000.0
